Temperature_c,Humidity,Wind_Speed_kmh,Pressure_millibars,Rain,Description
19.26111111,0.82,11.27,1014.1,1,Warm
0.111111111,0.73,11.4149,1025.76,1,Cold
5.516666667,0.96,2.5277,1016.46,1,Normal
4.838888889,0.84,12.5097,1007.46,1,Normal
16.03888889,0.68,11.1251,1009.73,1,Normal
11.71111111,0.65,13.8138,1012.34,1,Normal
14.8,0.88,15.3272,1012.75,1,Normal
15.51111111,0.96,3.0268,1015.82,1,Normal
17.08888889,0.58,16.0034,1010.49,1,Normal
5.605555556,0.89,3.3166,1021.49,1,Normal
3.333333333,0.85,11.27,1001,1,Cold
-0.05,0.82,12.6546,1022.17,0,Cold
17.85,0.78,7.6797,1013.01,1,Normal
11.5,0.72,6.1824,1025.71,1,Normal
4.477777778,0.96,7.1484,1020.41,1,Cold
0.122222222,0.92,16.1,1002.13,1,Cold
-0.227777778,0.93,4.7495,1019.49,0,Cold
23.93333333,0.41,10.4167,1021.07,1,Warm
22.02222222,0.99,4.8622,1012.9,1,Warm
8.794444444,0.66,9.6278,1029.5,1,Normal
7.711111111,0.84,19.8352,1021.22,1,Normal
-0.116666667,0.76,34.0193,1011.21,0,Cold
13.92222222,0.93,13.1215,1005.04,1,Normal
0.505555556,0.82,38.0121,1016.42,1,Cold
5.416666667,0.74,24.5042,1010.42,1,Normal
6.061111111,0.93,10.5938,1014.25,1,Normal
28.71111111,0.42,3.0107,1013.38,1,Warm
11,0.62,1.8354,1015.45,1,Normal
15.94444444,0.39,1.4973,1030.91,1,Normal
6.366666667,0.96,3.1878,1015.38,1,Normal
1.111111111,0.56,11.2861,1029.34,1,Cold
0.15,0.92,11.2539,1021.88,1,Cold
8.638888889,0.96,3.1556,1017.34,1,Normal
0.355555556,0.99,3.1073,1026.46,1,Cold
16.04444444,0.72,7.8246,1021.7,1,Normal
18.91111111,0.77,7.4704,1012.69,1,Warm
2.594444444,0.96,6.2629,1035.13,1,Cold
16.17777778,0.55,14.0553,1014.42,1,Normal
-4.005555556,0.88,1.5295,1027.16,0,Cold
6.894444444,0.86,30.5578,997.25,1,Normal
7.327777778,0.86,6.4883,1017.17,1,Normal
0.172222222,0.99,2.9785,1029.19,1,Cold
9.844444444,0.61,7.889,1029.76,1,Normal
-2.222222222,0.69,28.98,1000.1,0,Cold
17.98333333,0.9,6.6332,1015.33,1,Normal
0.466666667,0.92,6.4078,1007.85,1,Cold
20.16111111,0.61,3.22,1021.5,1,Warm
17.82777778,0.5,7.9051,1006.93,1,Normal
-4.822222222,0.99,3.22,1023,0,Cold
10.08333333,0.94,4.4436,1023.11,1,Normal
-2.777777778,0.68,8.05,1020,0,Cold
-2.222222222,1,4.669,1027.5,0,Cold
31.10555556,0.35,10.626,1017.93,1,Warm
26.20555556,0.47,11.0446,1016.98,1,Warm
23.70555556,0.66,3.1073,1022.16,1,Warm
17.17222222,0.63,42.9226,991.74,1,Normal
0.094444444,0.95,6.6171,1021.35,1,Cold
5.538888889,0.93,3.3005,1017.31,1,Normal
10.01111111,0.5,8.7101,1026.15,1,Normal
23.83888889,0.32,11.0768,1015.81,1,Warm
26.03888889,0.35,9.3541,1018.82,1,Warm
13.88888889,0.47,3.22,1023.2,1,Normal
6.588888889,0.75,22.7171,1013.13,1,Normal
4.383333333,0.76,3.4132,1024.51,1,Cold
24.95,0.32,12.7834,1018.01,1,Warm
20,0.53,25.76,1010.4,1,Warm
20,0.87,3.4776,1008.64,1,Warm
18.43333333,0.49,19.7225,1021.68,1,Normal
17.82222222,0.59,14.1358,1007.44,1,Normal
14.97777778,0.93,15.2628,1010.73,1,Normal
13.28333333,0.77,11.0446,1007.35,1,Normal
13.88888889,0.77,3.22,1020.7,1,Normal
19.97777778,0.49,9.6922,1022.12,1,Warm
8.811111111,0.96,3.3971,1015.89,1,Normal
29.65555556,0.5,2.9946,1014.95,1,Warm
6.111111111,0.93,22.1697,1013.58,1,Normal
9.388888889,0.87,13.4918,1018.25,1,Normal
3.938888889,0.7,4.7012,1021.9,1,Cold
8.805555556,0.58,7.9856,1023.23,1,Normal
14.91111111,0.96,2.9302,1017.3,1,Normal
2.45,0.91,5.5867,1014.38,1,Cold
33.93333333,0.46,9.7405,1013.96,1,Warm
1.261111111,0.87,9.9981,1019.66,1,Cold
22.82222222,0.38,4.9588,1011.65,1,Warm
-1.655555556,0.91,10.2718,1020.75,0,Cold
17.58888889,0.67,11.2056,1008.32,1,Normal
13.75555556,0.83,6.1824,1009.16,1,Normal
18.8,0.35,11.8496,1016.01,1,Normal
17.12777778,0.34,15.0857,1026.05,1,Normal
8.811111111,0.87,5.7477,1015.19,1,Normal
-1.361111111,0.93,9.982,1020.25,0,Cold
-9.95,0.8,11.3827,0,0,Cold
18.70555556,0.61,6.44,1016.42,1,Normal
-8.366666667,0.68,6.6171,1028.63,0,Cold
22.08888889,0.34,8.2754,1020.99,1,Warm
15.53333333,0.4,3.1395,1013.64,1,Normal
-7.227777778,0.88,11.5276,1005.43,0,Cold
27.85,0.48,12.6546,1014.77,1,Warm
32.17777778,0.38,21.9765,1007.98,1,Warm
11.26666667,0.38,10.9963,1020.2,1,Normal
-5,0.84,11.27,1029.3,0,Cold
1.666666667,0.89,6.2951,1021.21,1,Cold
27.75555556,0.35,11.7047,1016.07,1,Warm
11.07222222,0.84,6.7781,1014,1,Normal
-2.166666667,0.6,20.447,1018.23,0,Cold
1.161111111,0.58,17.71,1016.1,1,Cold
26.03888889,0.53,18.0481,1010.48,1,Warm
13.88888889,1,15.5043,1019.04,1,Normal
11,0.77,12.7834,1018.26,1,Normal
15.02777778,0.47,13.6689,1016.13,1,Normal
15.6,0.51,14.49,1021.77,1,Normal
17.56666667,0.32,36.2894,1011.26,1,Normal
17.58888889,0.91,8.0339,1012.66,1,Normal
-12.77777778,0.8,14.49,1029.6,0,Cold
14.63333333,0.75,10.3362,1013.09,1,Normal
5.966666667,0.83,6.2146,1028.2,1,Normal
18.01666667,0.77,5.7477,1017.41,1,Normal
-0.066666667,0.83,4.7495,1027,0,Cold
19.35555556,0.75,5.6672,1013.43,1,Warm
-1.033333333,0.93,4.8139,1030.75,0,Cold
-5.133333333,0.51,12.0911,1030.46,0,Cold
20.65555556,0.73,6.0697,1015.12,1,Warm
16.96111111,0.85,10.7065,1011.72,1,Normal
0.155555556,0.75,7.7441,1027.08,1,Cold
1.016666667,0.93,19.8996,1011.55,1,Cold
0.022222222,0.85,9.4507,1024.61,1,Cold
8.866666667,0.89,10.3201,1010.29,1,Normal
11.60555556,0.93,7.1323,1017.89,1,Normal
-1.116666667,0.85,13.7172,1010.33,0,Cold
2.105555556,0.73,18.6921,1012.67,1,Cold
21.01666667,0.57,22.0248,1014.47,1,Warm
2.75,0.95,8.2593,1023.3,1,Cold
10.47222222,0.86,11.0285,1026.7,1,Normal
11.55,0.93,6.5205,1006.85,1,Normal
-1.116666667,1,10.8675,1013.64,0,Cold
6.222222222,0.93,2.4794,1012.13,1,Normal
2.022222222,0.93,6.2307,1018.28,1,Cold
13.88888889,0.83,14.6349,1016.35,1,Normal
0.388888889,0.83,10.8192,1017.79,1,Cold
3.977777778,0.96,6.1824,1019.34,1,Cold
5,0.93,1.61,1016.4,1,Normal
24.90555556,0.5,7.7441,1014.76,1,Warm
18.88888889,0.68,4.83,1013.8,1,Warm
1.211111111,0.78,14.9086,1015.7,1,Cold
26.93333333,0.44,20.93,1010.69,1,Warm
19.42777778,0.93,10.3684,1011.93,1,Warm
-0.405555556,0.89,10.0142,1019.75,0,Cold
20.6,0.9,3.0751,1016.33,1,Warm
7.222222222,0.65,24.15,1007.6,1,Normal
11.11111111,0.93,7.9695,0,1,Normal
27.73333333,0.34,12.7995,1017.92,1,Warm
27.08888889,0.25,9.5795,1016.87,1,Warm
1.111111111,0.85,11.27,1020.3,1,Cold
12.11666667,0.5,2.4955,1023.3,1,Normal
12.27222222,0.47,4.9749,1025.34,1,Normal
19.84444444,0.54,3.22,1019.1,1,Warm
19.28888889,0.39,11.0768,1019.21,1,Warm
25.99444444,0.37,14.9247,1015.13,1,Warm
6.161111111,0.84,11.8496,1017.8,1,Normal
22.70555556,0.41,12.0428,1019.16,1,Warm
-2.205555556,0.85,6.4561,1012.53,0,Cold
14.03888889,0.34,16.4703,1027.01,1,Normal
17.79444444,0.4,46.6095,1015.91,1,Normal
16.08888889,0.84,11.1251,1012.09,1,Normal
7.777777778,0.86,16.9694,1013.61,1,Normal
7.438888889,0.79,13.685,1013,1,Normal
-1.177777778,0.93,9.5795,1026.89,0,Cold
22.22222222,0.53,11.27,1012.6,1,Warm
2.622222222,0.87,9.5795,1019.31,1,Cold
3.866666667,1,2.9946,1039.54,1,Cold
2.2,0.72,28.9156,1013.47,1,Cold
11.01666667,0.63,16.3415,1012.96,1,Normal
20.04444444,0.35,2.9302,1015.67,1,Warm
-3.711111111,0.99,4.4436,1022.98,0,Cold
3.888888889,0.89,0,1022.3,1,Cold
22.26666667,0.39,17.0016,1013.66,1,Warm
3.016666667,0.59,10.6099,1037.98,1,Cold
22.12777778,0.43,25.277,1014.8,1,Warm
3.488888889,0.8,5.5545,1012.24,1,Cold
9.4,0.76,11.0768,1021.68,1,Normal
1.155555556,0.92,14.9569,1002.43,1,Cold
-0.555555556,0.93,3.3327,992.98,0,Cold
12.38333333,0.49,12.4453,1017.24,1,Normal
5.322222222,0.79,5.7316,1031.09,1,Normal
10.97222222,0.76,6.1502,1015.34,1,Normal
2.466666667,0.76,10.3362,1006.68,1,Cold
8.794444444,0.9,7.2611,1011.22,1,Normal
5.972222222,0.94,12.2843,1018.29,1,Normal
9.516666667,0.67,6.4239,1015.75,1,Normal
11.05555556,0.93,22.057,1010.18,1,Normal
-5.988888889,0.95,16.0678,1011.38,0,Cold
13.97222222,0.96,2.8014,1025.9,1,Normal
3.038888889,0.75,8.2271,1020.86,1,Cold
-1.183333333,0.89,8.0983,1013.66,0,Cold
-11.00555556,0.88,17.0821,1025.91,0,Cold
13.24444444,0.93,14.2002,1022.13,1,Normal
21.16111111,0.46,17.4041,1017.45,1,Warm
23.82777778,0.59,3.4293,1013.99,1,Warm
6.927777778,0.71,10.8192,1031.74,1,Normal
22.66111111,0.53,4.6046,1018.28,1,Warm
5,0.93,3.22,1019.5,1,Normal
13.27222222,0.84,6.4078,1016.39,1,Normal
14.82222222,0.75,11.3666,1018.55,1,Normal
0.094444444,1,10.7548,1033.6,1,Cold
27.78888889,0.55,12.2038,1015.98,1,Warm
20.4,0.71,21.896,1015.53,1,Warm
26.98888889,0.62,11.0446,1011.92,1,Warm
7.588888889,0.84,9.1931,1028.63,1,Normal
13.98888889,0.67,22.4595,0,1,Normal
8.811111111,0.93,6.6332,1027.7,1,Normal
16.66666667,0.62,11.27,1018,1,Normal
9.877777778,0.69,23.6509,1006.77,1,Normal
18.72222222,0.74,22.7332,1008.38,1,Normal
8.866666667,0.93,4.7012,1021.84,1,Normal
9.905555556,0.92,14.6349,1002.88,1,Normal
13.2,0.96,10.948,1019.73,1,Normal
-4.15,0.86,7.9212,1027.04,0,Cold
11.18333333,0.8,21.6384,1003,1,Normal
14.03888889,0.93,0.5313,1009.95,1,Normal
6.455555556,0.63,4.7656,1009.69,1,Normal
20.9,0.73,9.5312,1008.64,1,Warm
10.97777778,0.67,10.3523,1012.86,1,Normal
17.15,0.59,2.1574,1015.64,1,Normal
15.41111111,0.52,13.2503,1013.8,1,Normal
8.261111111,0.71,24.4881,1008.67,1,Normal
3.827777778,0.85,13.2342,1011.91,1,Cold
4.4,0.82,14.4739,1015.25,1,Cold
12.48333333,0.96,3.4937,1016.58,1,Normal
8.872222222,0.72,13.3469,1008.72,1,Normal
10.48888889,0.84,3.0751,1018.55,1,Normal
20.94444444,0.7,6.6493,1009.91,1,Warm
4.927777778,0.65,26.7421,1008.64,1,Normal
27.77777778,0.35,14.49,1017.7,1,Warm
16.08888889,0.97,3.0912,1006.87,1,Normal
17.15555556,0.73,7.8085,1007.86,1,Normal
18.88888889,0.65,28.98,1011.7,1,Warm
9.005555556,0.93,4.8622,1017.29,1,Normal
12.92222222,0.89,15.6653,1013.01,1,Normal
14.97777778,0.93,11.27,1016.88,1,Normal
2.611111111,0.58,7.9212,1031.16,1,Cold
11.13333333,0.86,0.4025,1020.36,1,Normal
24.37777778,0.61,12.9283,1011.08,1,Warm
0.666666667,0.89,14.2163,1020.67,1,Cold
23.79444444,0.58,7.6314,1002.71,1,Warm
6.055555556,0.79,10.7065,1018.59,1,Normal
12.10555556,0.93,5.1359,1015.85,1,Normal
2.933333333,0.96,8.0017,1007.91,1,Cold
1.077777778,0.9,5.7799,1025.87,1,Cold
16.22222222,0.58,25.6473,1001.95,1,Normal
17.82777778,0.81,6.2951,1015.38,1,Normal
9.216666667,0.92,3.6064,1020.73,1,Normal
17.8,0.96,4.3792,1001.05,1,Normal
8.888888889,0.71,37.03,1006.9,1,Normal
-2.777777778,0.92,9.66,1007.6,0,Cold
-1.083333333,0.92,1.7388,1027.91,0,Cold
17.11111111,1,0,1008.5,1,Normal
12.76666667,0.92,6.5527,1017.94,1,Normal
12.69444444,0.87,13.041,1000.09,1,Normal
16.03888889,0.58,3.0268,1016.8,1,Normal
-1.038888889,1,2.9785,1033.41,0,Cold
12.29444444,0.5,9.3219,1017.14,1,Normal
14.05555556,0.92,9.4024,1022.06,1,Normal
1.3,0.83,8.211,1020.07,1,Cold
6.027777778,0.59,9.0804,1013.53,1,Normal
5,0.7,9.66,1019.3,1,Normal
5.922222222,0.75,6.1019,1029.88,1,Normal
13.41111111,0.67,2.7853,1022.48,1,Normal
7.894444444,0.75,15.5526,1000.07,1,Normal
29.88333333,0.4,14.5222,1020.33,1,Warm
2.872222222,0.88,9.3219,1019.33,1,Cold
6.111111111,0.79,22.4595,0,1,Normal
30.9,0.55,10.5777,1010.03,1,Warm
-2.65,0.69,6.118,1021.42,0,Cold
24.87777778,0.57,11.9945,1017.25,1,Warm
30.11666667,0.48,3.1395,1020.77,1,Warm
-1.216666667,0.83,4.4919,1036.04,0,Cold
2.172222222,0.69,15.3916,1021.84,1,Cold
20.17777778,0.67,10.9158,1018.05,1,Warm
8.872222222,0.83,16.744,1018.59,1,Normal
19.95,0.61,15.8907,0,1,Warm
-0.305555556,0.92,3.9767,1027.41,0,Cold
21.11111111,0.46,8.05,1017.4,1,Warm
0.072222222,1,9.5795,997.84,1,Cold
18.8,0.84,5.1198,1019.64,1,Normal
10.94444444,0.87,7.6636,1018.58,1,Normal
4.444444444,0.91,5.957,1019.43,1,Cold
5.033333333,0.93,0.7406,1015.87,1,Normal
21.04444444,0.58,7.5348,1033.1,1,Warm
17.22222222,0.93,5.2808,1004.22,1,Normal
19.35555556,0.81,6.1341,1012.63,1,Warm
18.81666667,0.9,4.4436,1021.62,1,Normal
19.77222222,0.85,13.5884,1014.62,1,Warm
5.25,0.94,12.2843,1006.97,1,Normal
21.01666667,0.46,12.7029,1019.63,1,Warm
21.15555556,0.78,7.1323,1008.28,1,Warm
12.24444444,0.86,12.1716,1019.72,1,Normal
8.244444444,0.96,3.0751,1022.25,1,Normal
13.68888889,0.76,6.4722,1014.39,1,Normal
12.7,0.72,1.6583,1014.68,1,Normal
-3.333333333,0.74,25.76,1021.8,0,Cold
28.79444444,0.46,4.4597,1011.55,1,Warm
21.58333333,0.55,4.9266,1017.12,1,Warm
2.733333333,0.7,20.2377,1021.38,1,Cold
5.066666667,0.75,10.8192,1013.79,1,Normal
15.56666667,0.84,6.44,1012.24,1,Normal
21.47222222,0.77,9.0643,1013.45,1,Warm
30.05,0.37,12.9605,0,1,Warm
22.13333333,0.82,8.8067,1012.38,1,Warm
27.82222222,0.33,4.8622,1017.7,1,Warm
-7.5,0.84,6.7942,1020.77,0,Cold
12.21666667,0.73,1.5617,1019.77,1,Normal
11.76111111,0.81,10.4328,1018.38,1,Normal
22.32222222,0.74,7.1323,1013.67,1,Warm
12.45,0.72,3.3971,1018.7,1,Normal
12.24444444,0.86,14.2002,1011.9,1,Normal
7.777777778,0.58,14.49,1014.5,1,Normal
4.305555556,0.93,13.5079,1019.24,1,Cold
1.977777778,0.93,11.3666,1013.24,1,Cold
7.266666667,0.73,3.22,1027.91,1,Normal
19.8,0.75,3.5098,1020.19,1,Warm
6.316666667,0.81,21.2842,1003.63,1,Normal
17.6,0.71,4.9266,1012.93,1,Normal
26.91666667,0.4,16.422,1021.49,1,Warm
32.03888889,0.26,7.8246,1009.23,1,Warm
-2.244444444,0.96,0,1022.21,0,Cold
13.88888889,0.93,3.22,1012.5,1,Normal
18.88888889,0.52,14.49,1022,1,Warm
15.88333333,0.93,10.9641,1016.26,1,Normal
11.12777778,0.84,13.9587,1002.1,1,Normal
-11.11111111,0.87,3.22,1016.9,0,Cold
-3.311111111,0.96,10.7226,1028.93,0,Cold
11.05,0.49,14.6027,1025.27,1,Normal
17.78333333,0.9,3.2361,1008.62,1,Normal
15.39444444,0.68,10.3201,1022.88,1,Normal
25.07777778,0.6,6.9552,1008.04,1,Warm
18.88888889,0.48,17.71,1010.2,1,Warm
1.727777778,0.85,6.1019,1024.59,1,Cold
6.083333333,0.7,11.0446,1024.16,1,Normal
7.005555556,0.87,7.8085,1013.57,1,Normal
-4.4,0.92,10.5455,1020.03,0,Cold
18.88888889,0.7,11.27,1020.9,1,Warm
8.816666667,0.82,24.0856,1013.01,1,Normal
27.24444444,0.39,7.1162,1019.17,1,Warm
22.67777778,0.48,12.8156,1014.33,1,Warm
16.17222222,0.64,5.8121,1012.87,1,Normal
17.08333333,0.67,23.5221,1018.88,1,Normal
3.305555556,0.58,17.0982,1014.48,1,Cold
16.13333333,0.93,6.0858,1019.81,1,Normal
13.67777778,0.59,17.4041,1012.69,1,Normal
0.116666667,0.82,14.0392,1010.21,1,Cold
-6.233333333,0.81,15.6975,1018.39,0,Cold
-1.183333333,0.89,9.7244,1011.88,0,Cold
2.244444444,0.96,0,1021.68,1,Cold
24.98888889,0.68,2.9463,1020.94,1,Warm
2.833333333,0.8,15.6331,1024.72,1,Cold
5.394444444,1,3.3327,1028.87,1,Normal
17.76111111,0.3,11.3505,1020.92,1,Normal
30.04444444,0.26,9.2897,1017.4,1,Warm
6.133333333,0.96,9.7405,1013.44,1,Normal
15.37222222,0.87,0,1017.05,1,Normal
20.55555556,0.93,18.6921,1010.01,1,Warm
15.62777778,0.72,0,1022.7,1,Normal
16.08888889,0.8,6.5527,1010.13,1,Normal
-0.883333333,0.73,8.2593,1018.42,0,Cold
2.222222222,0.85,12.397,1016.55,1,Cold
8.294444444,0.77,12.1716,1008.06,1,Normal
24.1,0.61,2.6243,1010.98,1,Warm
3.311111111,0.82,11.0768,1026.28,1,Cold
12.62222222,0.64,13.7011,1016.6,1,Normal
10,0.71,4.8622,1023.7,1,Normal
13.88888889,0.59,4.83,1016,1,Normal
15.29444444,0.81,9.4668,1020.42,1,Normal
-1.055555556,0.93,2.7531,1031.93,0,Cold
12.26666667,0.96,3.4132,1013.83,1,Normal
7.25,0.99,11.0285,1019.62,1,Normal
32.24444444,0.3,10.8353,1009.57,1,Warm
17.22222222,0.71,7.9534,1016,1,Normal
16.67222222,1,5.8765,1011.59,1,Normal
5,0.93,14.49,1010.5,1,Normal
-3.355555556,0.86,13.8299,1024.9,0,Cold
7.822222222,0.83,10.5777,1022.35,1,Normal
1.938888889,0.97,2.6726,1032.23,1,Cold
3.333333333,0.96,17.71,989.2,1,Cold
21.29444444,0.86,8.533,1017.41,1,Warm
10.78888889,0.93,3.059,1021.76,1,Normal
20.87777778,0.58,6.1663,1011.44,1,Warm
11.66666667,0.86,6.44,1020.3,1,Normal
14.86111111,0.68,19.3683,1021.68,1,Normal
15.55555556,0.96,2.7692,1007.66,1,Normal
22.22222222,0.73,16.1,1009,1,Warm
7.155555556,0.93,0,1024.65,1,Normal
16.11111111,0.62,24.15,1019,1,Normal
24.09444444,0.66,16.8567,1017.68,1,Warm
20.9,0.46,14.1197,1018.55,1,Warm
20,0.44,13.7494,1024.74,1,Warm
12.72222222,0.39,17.0499,1005.5,1,Normal
5.394444444,0.96,3.1556,1016.98,1,Normal
22.08333333,0.49,6.0536,1021.33,1,Warm
2.711111111,0.89,7.9373,1020.15,1,Cold
-5.116666667,0.92,3.2039,1004.39,0,Cold
8.888888889,0.57,21.6545,1026.43,1,Normal
13.17777778,0.93,3.0268,1017.52,1,Normal
-0.555555556,0.72,6.44,1031,0,Cold
20.61111111,0.73,8.7584,1018.42,1,Warm
0.027777778,0.82,19.8835,1008.28,1,Cold
32.24444444,0.24,3.6064,1008.09,1,Warm
22.11111111,0.73,13.363,1015.37,1,Warm
13.72222222,0.81,10.0625,1007.5,1,Normal
9.877777778,0.93,34.9048,1003.09,1,Normal
16.66666667,0.75,11.27,1013.1,1,Normal
9.794444444,0.87,21.1876,996.17,1,Normal
26.96111111,0.42,10.3201,1017.37,1,Warm
7.872222222,0.57,14.0714,1014.88,1,Normal
8.15,0.85,16.8728,997.75,1,Normal
17.97777778,0.39,15.2306,1017.06,1,Normal
-1.666666667,0.96,6.44,1009.4,0,Cold
12.03888889,0.62,33.6168,987.08,1,Normal
16.97222222,0.58,4.2343,1017.91,1,Normal
15.02777778,0.78,4.5402,1015.74,1,Normal
4.977777778,0.82,23.6348,1017.72,1,Normal
-3.933333333,0.78,9.3863,1021.57,0,Cold
23.87222222,0.62,8.7423,1010.87,1,Warm
20,0.84,8.05,1015.4,1,Warm
20.02222222,0.78,23.0713,1005.74,1,Warm
22.22222222,0.64,17.71,1018.4,1,Warm
-6.205555556,0.84,3.22,1040.53,0,Cold
21.06666667,0.93,5.1198,1016.42,1,Warm
-2.105555556,1,4.5241,1018.57,0,Cold
23.63888889,0.75,4.6046,1016.82,1,Warm
14.81111111,0.74,7.5509,1011.69,1,Normal
-1.094444444,0.92,1.8515,1026.92,0,Cold
26.93333333,0.29,13.3308,1016.86,1,Warm
13.18888889,0.87,14.7637,1024.81,1,Normal
21.08333333,0.48,2.6404,1020.41,1,Warm
22.52777778,0.6,2.898,1018.14,1,Warm
10.02777778,0.86,8.1305,1007.47,1,Normal
12.28888889,0.61,12.6385,1021.72,1,Normal
3.072222222,0.79,13.9426,1015.77,1,Cold
12.22222222,0.96,3.22,1008.2,1,Normal
20.32222222,0.53,7.1162,1014.03,1,Warm
22.6,0.48,8.6779,1017.91,1,Warm
8.594444444,0.9,4.508,1013.8,1,Normal
18.75555556,0.93,7.9695,1011.32,1,Normal
0.05,0.97,16.2449,1014.59,1,Cold
-5,0.84,4.83,1023.5,0,Cold
-2.15,0.96,9.66,1020.05,0,Cold
10.05,1,7.6797,0,1,Normal
21.17777778,0.41,14.2807,1019.38,1,Warm
7.777777778,0.96,0,1019.2,1,Normal
-2.088888889,0.95,10.3845,1014.31,0,Cold
18.95555556,0.9,6.8425,1015.81,1,Warm
11.16111111,0.93,8.0339,1004.58,1,Normal
0.255555556,0.62,8.6135,1022.99,1,Cold
22.33333333,0.59,3.059,1013.67,1,Warm
10.09444444,0.86,4.669,1021.88,1,Normal
7.244444444,0.78,20.5114,1019.68,1,Normal
29.83888889,0.49,5.3291,1013.31,1,Warm
21.30555556,0.67,3.381,1016.14,1,Warm
9.938888889,0.73,21.3808,1020.08,1,Normal
3.888888889,0.62,20.93,1024.9,1,Cold
1.161111111,0.75,30.107,1003.06,1,Cold
31.15555556,0.38,15.9873,1012.12,1,Warm
5.75,0.81,13.7494,1019.56,1,Normal
-2.977777778,0.83,6.2951,1025.12,0,Cold
12.66666667,0.78,1.6905,1013.54,1,Normal
22.10555556,0.64,4.4275,1009.88,1,Warm
8.155555556,0.82,10.0142,996.39,1,Normal
18.87777778,0.36,11.6403,1018.4,1,Warm
16.03888889,0.9,2.9463,1014.26,1,Normal
10.49444444,0.93,3.9123,1021.25,1,Normal
4.1,0.89,11.0285,1016.03,1,Cold
27.66666667,0.56,8.0822,1016.38,1,Warm
7.161111111,0.5,13.685,1017.37,1,Normal
7.166666667,0.87,7.0357,1023.62,1,Normal
17.77777778,0.37,22.54,1017.7,1,Normal
3.888888889,0.7,4.7978,1023.59,1,Cold
4.972222222,0.96,3.22,1015.87,1,Normal
5.094444444,0.92,9.6761,1027.93,1,Normal
5.022222222,0.86,10.5133,1010.28,1,Normal
11.25555556,0.54,13.0732,1017.16,1,Normal
15.06666667,0.58,11.3827,1023.74,1,Normal
24.88333333,0.33,26.6616,1016,1,Warm
17.2,0.35,4.7012,1023.83,1,Normal
29.90555556,0.25,15.6492,1013.93,1,Warm
-2.85,0.68,15.9873,1025.29,0,Cold
2.872222222,0.88,3.0912,1019.22,1,Cold
-6.011111111,0.84,3.2522,1041.73,0,Cold
13.95555556,0.9,10.4006,1026.58,1,Normal
5.072222222,1,10.9802,1015.34,1,Normal
2.894444444,0.89,7.7763,1026.3,1,Cold
5.022222222,1,7.889,1033.92,1,Normal
6.561111111,0.36,6.0697,1029.69,1,Normal
5,0.7,1.61,1024.9,1,Normal
-3.894444444,0.78,14.1036,1007.25,0,Cold
20.05,0.87,11.0607,1013.95,1,Warm
-1.272222222,0.94,9.6439,1020.03,0,Cold
18.81666667,0.87,3.1234,1012.14,1,Normal
5.372222222,0.64,12.075,1020.06,1,Normal
14.97777778,0.83,25.2609,1011.47,1,Normal
22.28888889,0.56,10.2235,1013.36,1,Warm
13.98333333,0.55,3.0751,1010.76,1,Normal
3.772222222,0.71,24.7779,1005.92,1,Cold
-2.2,0.92,3.8962,1026.75,0,Cold
27.70555556,0.38,12.4936,1015.08,1,Warm
7.2,0.87,9.5151,1003.61,1,Normal
-2.15,0.99,17.1143,1015.62,0,Cold
27.8,0.35,9.2253,1015.15,1,Warm
31.08888889,0.32,3.5098,1018.32,1,Warm
11.46666667,0.75,22.862,1009.2,1,Normal
1.111111111,0.85,21.8477,1022.87,1,Cold
0.65,0.95,1.9964,1025.37,1,Cold
15.13333333,0.7,2.898,1020.18,1,Normal
16.13888889,0.44,16.1483,1016.94,1,Normal
12.26666667,0.9,11.1251,1017.85,1,Normal
1.644444444,0.89,11.2056,1012.2,1,Cold
6.133333333,0.54,12.1716,1024.09,1,Normal
16.60555556,0.84,20.2216,997.31,1,Normal
19.95555556,0.78,8.1788,1014.28,1,Warm
7.744444444,0.62,14.2002,1019.79,1,Normal
30.26666667,0.45,3.5098,1009.54,1,Warm
6.644444444,0.8,6.5205,1027.78,1,Normal
4.866666667,0.93,16.8245,1007.32,1,Normal
19,0.44,4.6368,1027.46,1,Warm
10.00555556,0.74,13.6206,1019.19,1,Normal
29.96666667,0.53,16.1322,1009.45,1,Warm
3.916666667,0.88,9.9176,1017.67,1,Cold
27.91666667,0.46,4.5724,1013.61,1,Warm
13.71111111,0.84,9.016,1007.67,1,Normal
8.888888889,0.83,25.76,1005.6,1,Normal
7.716666667,0.67,14.7154,1018.11,1,Normal
-0.177777778,0.86,9.7083,1012.36,0,Cold
-0.305555556,0.99,3.0912,1009.33,0,Cold
8.838888889,0.58,17.5329,1019.31,1,Normal
20.18888889,0.77,7.8729,1013.43,1,Warm
-0.022222222,1,3.22,1020.03,0,Cold
22.31111111,0.42,11.4632,1020.26,1,Warm
6.411111111,0.88,3.3327,1017.43,1,Normal
2.155555556,0.77,7.728,1004.69,1,Cold
20.05,0.84,3.22,0,1,Warm
5.033333333,0.59,20.0445,1025.43,1,Normal
19.93888889,0.77,4.3953,1015.21,1,Warm
10.55555556,0.89,3.22,1019.8,1,Normal
9.977777778,0.93,9.3702,1019.59,1,Normal
19.81666667,0.49,12.719,1001.94,1,Warm
10.08888889,0.77,3.381,1010.65,1,Normal
6.183333333,0.79,12.6546,1016.03,1,Normal
25.18888889,0.66,6.4883,1012.65,1,Warm
19.86666667,0.54,26.5167,1012.14,1,Warm
17.89444444,0.43,7.0357,1025.03,1,Normal
